,year,month,R1,temp_mean,temp_max,temp_min,country_code
0,2003,3,16.2,15.023529411764706,20.605882352941176,9.91764705882353,DZA
1,2003,4,1025.6341463414635,18.173170731707316,24.068292682926828,12.251219512195123,DZA
2,2003,5,545.6315789473684,21.70701754385965,27.94464285714286,15.366666666666667,DZA
3,2003,6,1760.0526315789473,27.694827586206895,34.14655172413793,21.162068965517243,DZA
4,2003,7,447.31111111111113,30.135555555555552,36.644444444444446,23.735555555555553,DZA
5,2003,8,1118.888888888889,31.11111111111111,37.900000000000006,24.266666666666666,DZA
6,2003,9,18.9375,26.29375,32.725,21.166666666666668,DZA
7,2003,10,552.8644067796611,21.640677966101695,27.0864406779661,16.827118644067795,DZA
8,2003,11,43.05769230769231,14.53921568627451,19.837254901960787,9.911764705882353,DZA
9,2003,12,577.1166666666667,10.345762711864406,15.530508474576271,6.011864406779661,DZA
10,2003,3,220.0,29.3,32.3,26.2,ASM
11,2003,4,222.0,28.4,31.0,25.8,ASM
12,2003,5,499.0,28.4,30.4,26.3,ASM
13,2003,6,196.0,27.1,29.0,25.2,ASM
14,2003,7,316.0,27.0,28.8,25.1,ASM
15,2003,8,172.0,26.3,28.4,24.2,ASM
16,2003,9,110.0,27.6,29.7,25.4,ASM
17,2003,10,165.0,28.0,30.4,25.6,ASM
18,2003,11,517.0,27.7,29.9,25.4,ASM
19,2003,12,429.0,28.1,30.7,25.5,ASM
20,2003,3,129.19444444444446,18.477464788732394,24.865714285714283,13.225714285714284,ARG
21,2003,4,88.72727272727273,13.50909090909091,19.732876712328768,8.528,ARG
22,2003,5,43.707317073170735,11.2875,17.4253164556962,6.360493827160495,ARG
23,2003,6,33.4078947368421,9.43421052631579,14.873333333333333,4.9605263157894735,ARG
24,2003,7,305.14666666666665,7.473076923076923,14.450000000000001,2.263157894736842,ARG
25,2003,8,188.44871794871796,8.62948717948718,15.514285714285712,2.9256410256410255,ARG
26,2003,9,166.05128205128204,12.194936708860759,19.201265822784812,5.555696202531645,ARG
27,2003,10,66.07792207792208,16.29078947368421,22.823376623376625,9.487012987012987,ARG
28,2003,11,78.5125,18.40506329113924,25.40632911392405,11.328205128205129,ARG
29,2003,12,101.14634146341463,19.11111111111111,25.3125,12.564556962025316,ARG
30,2003,8,11.0,25.4,,,ARM
31,2003,10,54.0,16.4,,,ARM
32,2003,12,23.0,0.1,,,ARM
35,2003,3,56.07272727272727,21.1787610619469,26.76637168141593,15.766371681415928,AUS
36,2003,4,63.6036036036036,18.893406593406592,24.435398230088495,13.698230088495576,AUS
37,2003,5,57.7,16.039823008849556,21.548214285714288,10.929203539823009,AUS
38,2003,6,54.67272727272727,13.581981981981981,18.982142857142858,8.651351351351352,AUS
39,2003,7,41.75925925925926,12.567272727272728,18.20909090909091,7.34,AUS
40,2003,8,57.34862385321101,13.492134831460673,18.89369369369369,8.072972972972973,AUS
41,2003,9,124.39814814814815,15.992307692307692,22.124107142857145,9.957142857142857,AUS
42,2003,10,42.330275229357795,17.24494382022472,23.205454545454543,11.672072072072071,AUS
43,2003,11,36.138888888888886,20.604444444444447,27.140540540540538,15.04144144144144,AUS
44,2003,12,159.74311926605503,22.76888888888889,29.224545454545453,17.686915887850468,AUS
45,2003,3,31.1,2.7,7.94,-1.18,AUT
46,2003,4,64.0,5.18,10.35,0.79,AUT
47,2003,5,97.7,13.070000000000002,18.54,8.32,AUT
48,2003,6,98.6,18.240000000000002,23.78,13.4,AUT
49,2003,7,137.8,17.0,22.39,12.4,AUT
50,2003,8,101.6,19.05,25.1,14.180000000000001,AUT
51,2003,9,89.6,11.290000000000001,16.73,7.35,AUT
52,2003,10,123.4,4.069999999999999,8.23,1.22,AUT
53,2003,11,67.8,3.56,6.959999999999999,1.28,AUT
54,2003,12,65.0,-1.56,1.52,-3.85,AUT
55,2003,3,104.0,22.3,30.4,22.5,BHS
56,2003,4,37.0,24.6,29.0,20.5,BHS
57,2003,5,108.0,27.1,31.7,23.1,BHS
58,2003,7,90.0,28.8,32.5,24.7,BHS
59,2003,8,133.0,28.7,32.5,24.7,BHS
60,2003,12,45.0,22.1,25.7,18.1,BHS
61,2003,4,8.0,26.3,,,BHR
62,2003,5,0.0,30.8,36.0,26.4,BHR
63,2003,12,20.0,19.9,,,BHR
64,2003,3,217.0,26.2,29.8,22.9,BRB
65,2003,4,153.0,27.2,30.6,24.6,BRB
66,2003,5,12.0,27.8,31.1,25.5,BRB
67,2003,6,47.0,27.7,31.2,25.2,BRB
68,2003,7,113.0,27.7,30.8,25.0,BRB
69,2003,8,157.0,28.0,31.1,24.8,BRB
70,2003,9,76.0,28.5,31.6,24.8,BRB
71,2003,10,206.0,27.8,31.1,24.6,BRB
72,2003,11,203.0,27.6,30.8,24.7,BRB
73,2003,12,211.0,27.1,30.0,24.4,BRB
74,2003,3,21.8,0.48,4.46,-3.3,BLR
75,2003,4,45.0,6.38,11.32,1.58,BLR
76,2003,5,51.6,17.18,23.16,10.98,BLR
77,2003,6,42.6,16.72,22.32,10.919999999999998,BLR
78,2003,7,84.6,20.68,26.1,15.440000000000001,BLR
79,2003,8,78.2,17.86,23.34,12.959999999999999,BLR
80,2003,9,32.0,12.959999999999999,18.880000000000003,7.44,BLR
81,2003,10,105.2,5.720000000000001,8.76,3.1399999999999997,BLR
82,2003,11,31.4,3.46,5.6,1.58,BLR
83,2003,12,27.8,-0.6599999999999999,1.72,-3.04,BLR
84,2003,3,35.0,8.8,13.1,4.6,BEL
