year,month,R1,temp_mean,temp_max,temp_min,country_code
2005,10,252.42156862745097,18.401219512195123,24.43398058252427,13.002941176470587,AUS
2005,11,250.9313725490196,20.51707317073171,26.788349514563105,15.23495145631068,AUS
2005,12,245.63366336633663,22.712195121951222,29.3504854368932,16.95631067961165,AUS
2005,1,62.0,-2.9400000000000004,0.5899999999999999,-5.51,AUT
2005,2,70.3,-5.119999999999999,-1.8199999999999998,-7.4,AUT
2005,3,45.3,0.41,5.25,-3.29,AUT
2005,4,104.3,6.15,10.91,2.2,AUT
2005,5,113.3,11.27,16.380000000000003,6.659999999999999,AUT
2005,6,81.7,14.76,19.65,10.440000000000001,AUT
2005,7,183.0,15.87,20.47,12.01,AUT
2005,8,197.2,13.73,17.85,10.5,AUT
2005,9,97.8,12.41,16.96,9.32,AUT
2005,10,36.2,8.059999999999999,12.91,4.84,AUT
2005,11,67.6,0.95,3.66,-0.78,AUT
2005,12,88.2,-3.7,-1.3,-5.46,AUT
2005,2,52.25,3.475,11.05,1.9,AZE
2005,3,54.5,7.5,16.400000000000002,3.1,AZE
2005,4,25.333333333333332,12.975,21.025,-6.825,AZE
2005,7,5.5,26.700000000000003,32.75,39.325,AZE
2005,8,17.5,22.875,,22.9,AZE
2005,9,56.5,20.85,26.925,17.5,AZE
2005,11,62.0,10.3,15.45,7.4,AZE
2005,12,18.0,7.333333333333333,10.866666666666667,5.133333333333333,AZE
2005,1,24.0,21.4,25.4,17.4,BHS
2005,3,36.0,22.9,27.2,18.6,BHS
2005,4,77.0,24.0,27.7,20.3,BHS
2005,5,56.0,26.4,30.0,22.7,BHS
2005,7,54.0,30.1,33.6,26.5,BHS
2005,8,299.0,29.6,33.5,25.8,BHS
2005,9,153.0,28.9,32.7,25.0,BHS
2005,10,198.0,26.7,30.3,24.1,BHS
2005,11,48.0,24.7,28.1,21.3,BHS
2005,12,13.0,22.8,27.1,18.6,BHS
2005,3,18.0,21.5,26.1,17.7,BHR
2005,6,0.0,33.3,38.0,29.1,BHR
2005,7,0.0,34.4,38.5,30.5,BHR
2005,8,0.0,35.1,40.8,31.0,BHR
2005,9,0.0,32.5,37.4,28.5,BHR
2005,11,3.0,24.7,28.7,21.9,BHR
2005,12,0.0,20.7,24.9,17.4,BHR
2005,9,299.8888888888889,28.380000000000003,32.87777777777777,25.866666666666667,BGD
2005,1,200.0,25.9,28.7,23.5,BRB
2005,2,196.0,26.6,30.0,23.0,BRB
2005,3,17.0,31.6,30.8,24.8,BRB
2005,4,176.0,28.5,31.3,25.8,BRB
2005,5,249.0,28.7,31.4,25.4,BRB
2005,6,197.0,28.0,30.7,25.4,BRB
2005,7,1114.0,28.1,30.8,25.5,BRB
2005,9,63.0,28.9,32.0,25.9,BRB
2005,10,119.0,28.4,31.7,25.5,BRB
2005,12,130.0,26.7,29.4,24.0,BRB
2005,1,43.2,-0.9,1.34,-3.0,BLR
2005,2,47.4,-5.4399999999999995,-2.4,-8.42,BLR
2005,3,53.4,-2.3600000000000003,1.48,-6.12,BLR
2005,4,24.0,9.3,14.559999999999999,4.08,BLR
2005,5,80.8,14.419999999999998,19.419999999999998,9.559999999999999,BLR
2005,6,54.8,16.380000000000003,21.36,11.3,BLR
2005,7,67.6,20.18,26.339999999999996,14.059999999999999,BLR
2005,8,62.0,18.34,23.6,13.12,BLR
2005,9,4002.6,14.919999999999998,21.46,8.72,BLR
2005,10,32.2,8.4,13.38,4.08,BLR
2005,11,37.6,1.8,4.4399999999999995,-0.45999999999999996,BLR
2005,12,64.8,-1.78,-0.28,-3.4200000000000004,BLR
2005,1,44.0,4.7,7.1,2.2,BEL
2005,2,81.0,2.4,4.9,0.2,BEL
2005,3,39.0,7.2,10.7,3.3,BEL
2005,4,46.0,10.7,14.7,6.6,BEL
2005,5,60.0,13.4,18.0,8.9,BEL
2005,6,54.0,18.3,23.2,13.2,BEL
2005,7,124.0,18.4,23.0,14.3,BEL
2005,8,70.0,16.8,21.4,12.4,BEL
2005,9,74.0,16.6,21.2,12.4,BEL
2005,10,47.0,14.1,18.1,10.7,BEL
2005,11,61.0,6.1,8.9,4.0,BEL
2005,12,52.0,3.5,5.9,1.4,BEL
2005,1,52.0,23.8,27.8,19.8,BLZ
2005,2,14.0,24.4,28.6,20.2,BLZ
2005,3,6.0,27.1,30.7,23.5,BLZ
2005,5,31.0,29.1,32.8,25.4,BLZ
2005,6,384.0,28.8,32.1,25.5,BLZ
2005,7,110.0,28.8,32.0,25.7,BLZ
2005,8,295.0,28.8,32.2,25.3,BLZ
2005,9,212.0,28.6,32.1,25.1,BLZ
2005,10,156.0,27.1,30.8,23.3,BLZ
2005,11,155.0,25.5,29.0,22.0,BLZ
2005,12,222.0,25.1,28.7,21.4,BLZ
2005,1,0.0,26.650000000000002,33.85,20.400000000000002,BEN
2005,2,23.166666666666668,30.233333333333334,36.78333333333333,24.8,BEN
2005,3,71.66666666666667,30.483333333333334,36.666666666666664,25.349999999999998,BEN
2005,4,60.833333333333336,30.21666666666667,36.233333333333334,25.03333333333333,BEN
2005,5,132.33333333333334,28.383333333333336,33.916666666666664,24.150000000000002,BEN
2005,6,178.83333333333334,26.71666666666667,31.266666666666666,23.133333333333336,BEN
2005,7,210.66666666666666,25.616666666666664,29.439999999999998,22.54,BEN
2005,8,142.5,24.96666666666667,29.183333333333334,22.0,BEN
2005,9,129.0,26.016666666666666,30.849999999999998,22.316666666666666,BEN
2005,10,84.5,26.8,32.03333333333333,22.433333333333334,BEN
2005,11,13.666666666666666,28.016666666666666,35.233333333333334,21.633333333333336,BEN
2005,12,1.3333333333333333,27.883333333333336,35.28333333333333,21.583333333333332,BEN
2005,1,173.1304347826087,22.89047619047619,28.533333333333335,17.242857142857144,BOL
2005,2,131.875,21.375,27.0875,15.58125,BOL
2005,3,75.1875,21.275,27.7125,14.78125,BOL
2005,4,118.7,25.72,30.860000000000003,20.6,BOL
2005,6,27.71875,20.159375,27.05625,13.290625,BOL
2005,8,8.733333333333333,21.928571428571427,30.313333333333333,13.664285714285715,BOL
2005,9,39.208333333333336,19.5,27.183333333333334,12.316666666666668,BOL
2005,10,97.4375,23.13,29.356666666666666,16.85,BOL
2005,1,64.25,-1.1,3.0500000000000003,-4.25,BIH
2005,2,178.0,-2.8,0.8499999999999996,0.2500000000000002,BIH
2005,3,88.25,2.75,7.775,-1.5750000000000002,BIH
2005,4,72.25,8.35,13.3,3.8,BIH
2005,5,100.5,13.975,19.45,8.9,BIH
2005,6,85.5,16.625,22.0,11.3,BIH
2005,7,125.0,19.55,25.1,12.975,BIH
2005,8,156.5,17.475,22.35,13.325,BIH
2005,9,118.75,14.85,19.725,11.35,BIH
2005,10,43.75,10.2,14.35,6.775,BIH
2005,11,65.0,5.0,8.959999999999999,0.8600000000000001,BIH
2005,12,177.8,0.82,3.9799999999999995,-1.9,BIH
2005,1,205.46031746031747,25.91904761904762,31.085714285714285,21.81111111111111,BRA
2005,2,400.2207792207792,25.912000000000003,31.464473684210528,22.070666666666668,BRA
2005,3,252.3421052631579,26.36315789473684,31.17105263157895,22.189473684210526,BRA
2005,4,141.71014492753622,24.908823529411762,30.49264705882353,21.234328358208955,BRA
2005,5,180.6153846153846,23.823809523809526,29.316923076923075,19.6796875,BRA
2005,6,227.8181818181818,23.405405405405407,28.99066666666667,19.35657894736842,BRA
2005,7,699.9230769230769,22.49473684210526,28.16268656716418,17.12878787878788,BRA
2005,8,300.30864197530866,24.225,30.839506172839506,18.95,BRA
2005,9,332.62025316455697,24.58205128205128,30.80921052631579,19.74,BRA
2005,10,402.7971014492754,25.935294117647057,32.07058823529412,21.083582089552237,BRA
2005,11,149.04347826086956,24.326666666666668,29.917391304347827,19.98,BRA
2005,12,241.12987012987014,25.352,30.553246753246754,21.576,BRA
2005,2,65.0,27.0,31.8,24.3,BRN
2005,3,190.0,27.7,32.1,24.1,BRN
2005,4,105.0,28.3,32.9,24.1,BRN
2005,5,437.0,28.0,32.9,23.9,BRN
2005,6,289.0,28.0,33.1,23.6,BRN
2005,7,312.0,27.6,32.7,23.0,BRN
2005,8,219.0,27.7,32.7,23.2,BRN
2005,9,235.0,27.7,32.7,23.2,BRN
2005,10,266.0,27.4,32.0,23.4,BRN
2005,11,266.0,26.7,31.4,23.0,BRN
2005,12,425.0,26.6,31.2,22.7,BRN
2005,1,57.25,2.45,7.1,-1.175,BGR
2005,2,79.0,-0.6000000000000001,3.8000000000000003,-4.1,BGR
2005,3,39.25,3.9,9.375,-0.44999999999999996,BGR
2005,4,31.5,10.975,17.2,5.525,BGR
2005,5,82.75,16.625,22.575,11.3,BGR
2005,6,151.5,19.25,25.3,12.95,BGR
2005,7,101.0,22.15,28.2,16.675,BGR
2005,8,210.75,21.525,25.4,16.05,BGR
2005,9,92.75,18.425,24.65,13.7,BGR
2005,10,42.5,11.725,17.375,7.475,BGR
2005,11,48.25,5.575,10.375,1.9249999999999998,BGR
2005,12,209.5,3.2,6.875,0.12500000000000006,BGR
2005,1,2222.0,24.98888888888889,32.43333333333333,18.211111111111112,BFA
2005,2,7.555555555555555,30.34444444444445,37.55555555555556,23.788888888888888,BFA
2005,3,13.875,33.075,40.3125,26.4625,BFA
