country_code,year,value,co2_per_capita
KNA,1995,150.0,0.003484441966619046
KNA,1996,150.0,0.0034458202200730514
KNA,1997,160.0,0.0036352482760971068
KNA,1998,180.0,0.0040453074433656954
KNA,1999,180.0,0.004001912024633992
KNA,2000,190.0,0.0041794065242735535
KNA,2001,210.0,0.004599695105924407
KNA,2002,230.000004172325,0.00501642342478473
KNA,2003,230.000004172325,0.00499526544780002
KNA,2004,239.999994635582,0.005190558258299097
KNA,2005,219.999998807907,0.00473811162146595
KNA,2006,230.000004172325,0.004932849002756498
KNA,2007,250.0,0.005339552844486591
KNA,2008,250.0,0.005317497117916562
KNA,2009,699.999988079071,0.014827743727420968
KNA,2010,239.999994635582,0.005062970584890872
KNA,2011,280.000001192093,0.005897170225863577
KNA,2012,340.000003576279,0.007149195370186994
KNA,2013,230.000004172325,0.004828362307124249
KNA,2014,230.000004172325,0.004820529675019282
KNA,2015,239.999994635582,0.005021971011416238
KNA,2016,239.999994635582,0.005025083429694517
KNA,2017,239.999994635582,0.00502819970827185
KNA,2018,250.0,0.005240958298743009
KNA,2019,250.0,0.0052442124870992375
KOR,1970,53783.889,0.0016497547033857065
KOR,1971,58616.995,0.0017678043216424228
KOR,1972,60336.818,0.0017896126908395287
KOR,1973,73094.311,0.0021327735990187475
KOR,1974,75686.88,0.002173106529028195
KOR,1975,81829.105,0.0023124828073797466
KOR,1976,93306.815,0.0025959837450202556
KOR,1977,105712.276,0.0028962510523649985
KOR,1978,113405.642,0.0030603334365861138
KOR,1979,133211.109,0.003541570927714132
KOR,1980,134868.593,0.0035333199582578178
KOR,1981,139742.036,0.0036048083718083967
KOR,1982,141905.566,0.003605286912595719
KOR,1983,150904.384,0.0037768243093197424
KOR,1984,163911.233,0.0040421690472539394
KOR,1985,178333.544,0.00433424167589616
KOR,1986,182451.585,0.004371121388189586
KOR,1987,192660.513,0.004550837481310106
KOR,1988,221959.843,0.005170257713210727
KOR,1989,235846.772,0.00541864009952587
KOR,1990,247680.0,0.0056137756360550815
KOR,1991,274790.0,0.006190791334979233
KOR,1992,297050.0,0.006652296928956206
KOR,1993,327600.0,0.007292867113369173
KOR,1994,354280.0,0.007840228275013591
KOR,1995,385410.0,0.008479062988849354
